CategoryID (FK)	CategoryName	ProductName	SubType	Finish	Best For (Skin Concern)	Confidence	SkinConcernTag	ProductID (PK)	Image 1 (Primary)	Image 2	Image 3
CAT-06	Cleansers	Skin By Zaron Vitamin C Brightening Body Wash	Body Wash	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-001	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Skin-By-Zaron-Vitamin-C-Brightening-Body-Wash.jpg		
CAT-06	Cleansers	Skin By Zaron Micellar Cleansing Water	Cleanser	Gentle	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-002	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Skin-By-Zaron-Micellar-Cleansing-Water.jpg		
CAT-16	Toner	Skin By Zaron Brightening Toner	Toner	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-003	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/main-product-50-1725059610365.webp		
CAT-14	Serum	Skin By Zaron Retinol Serum	Serum	Anti-ageing	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-004	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Skin-By-Zaron-Retinol-Serum.jpg		
CAT-14	Serum	Skin By Zaron Vitamin C Serum	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-005	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Skin-By-Zaron-Vitamin-Serum.jpg		
CAT-06	Cleansers	Skin By Zaron Exfoliating & Brightening Face Wash	Face Wash	Exfoliating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-006	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/IMG-0020.webp		
CAT-06	Cleansers	Skin By Zaron Acne Control Glow Wash	Face Wash	Acne	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-007	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Skin-By-Zaron-Acne-Control-Glow-Wash.webp		
CAT-12	Moisturizer	Skin By Zaron Vitamin C Face Cream	Face cream	Brightening	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-008	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/1733748427.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/1733746622.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/1733748427.webp
CAT-14	Serum	Skin By Zaron 2% Alpha-Arbutin Serum	Serum	Brightening/PIH	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-009	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/main-product-55-1725059731924.webp		
CAT-08	Exfoliant	Skin By Zaron 7% Glycolic Acid	Exfoliant	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-010	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/main-product-266-1725059746055.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/main-product-266-1725059746055.webp	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/alt-product-266-1725059748261.webp
CAT-16	Toner	Skin By Zaron 2% Salicylic Acid Toner	Toner	Acne	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-011	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/08/main-product-267-1725059804509.webp		
CAT-14	Serum	Zaron Slain Regenerating Hydrating Serum	Serum	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-012	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Zaron-Slain-Regenerating-Hydrating-Serum.jpg		
CAT-14	Serum	Good Molecules Daily Brightening Serum 30ml	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-013	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Good-Molecules-Daily-Brightening-Serum-30Ml.jpg		
CAT-14	Serum	Good Molecules Niacinamide Serum 30ml	Serum	Oiliness/PIH	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-014	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Good-Molecules-Niacinamide-Serum-30Ml.jpg		
CAT-17	Treatment	Good Molecules Overnight Treatment 30ml	Treatment	Repair	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-015	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Good-Molecules-Overnight-Treatment-30Ml.jpg		
CAT-01	Anti-Aging 	Good Molecules Gentle Retinol Cream 30ml	Anti-Aging 	Moisturizer	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-016	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Good-Molecules-Gentle-Retinol-Cream-30G.webp		
CAT-16	Toner	Good Molecules Niacinamide Brightening Toner	Toner	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-017	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Good-Molecules-Niacinamide-Brightening-Toner-30Ml.webp		
CAT-14	Serum	Good Molecules Discoloration Serum 30ml	Serum	PIH/Dark spots	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-018	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Good-Molecules-Discoloration-Serum-30Ml.jpg		
CAT-14	Serum	Good Molecules Discoloration Serum 75ml	Serum	PIH/Dark spots	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-019	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Good-Molecules-Discoloration-Serum-75Ml.webp		
CAT-06	Cleansers	Good Molecules Hydrating Facial Cleansing Gel 200ml	Cleanser	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-020	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Good-Molecules-Hydrating-Facial-Cleansing-Gel-200Ml.webp		
CAT-12	Moisturizer	Good Molecules Lightweight Daily Moisturizer 100ml	Moisturizer	All skin	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-021	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Good-Molecules-Light-Weight-Daily-Moisturizer-100Ml.webp		
CAT-12	Moisturizer	Good Molecules Yerba Mate Wake Up Eye Gel 15ml	Eye Gel	Eyes puffiness 	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-022	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Good-Molecules-Yerba-Mate-Wake-Up-Eye-Gel-15Ml.jpg		
CAT-06	Cleansers	Good Molecules Brightening & Dark Spots Bar 85g	Cleanser	PIH	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-023	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/11/690EB7EF-E4DF-4812-ADE0-E2A085B22A6C.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/11/7530AB32-3357-4082-980C-644B8EFCEBB5.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/11/690EB7EF-E4DF-4812-ADE0-E2A085B22A6C.jpeg
CAT-16	Toner	Good Molecules Glycolic Exfoliating Toner 120ml	Toner	Exfoliating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-024	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Good-Molecules-Glycolic-Exfoliating-Toner-120ml.webp		
CAT-14	Serum	Good Molecules Super Peptides Serum 30ml	Serum	Anti-ageing	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-025	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Good-Molecules-Super-peptides-Serum-30ml.webp		
CAT-14	Serum	Good Molecules Vitamin C Serum with Oryzanol 30ml	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-026	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Good-Molecules-Vitamin-C-serum-with-oryzanol-30ml.webp		
CAT-09	Eye Mask	Good Molecules Caffeine Energizing Hydrogel Eye Patches	Eye Patches	Eyes puffiness 	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-027	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/01/IMG_0921.jpeg		
CAT-16	Toner	Cosrx Propolis Synergy Toner 150ml	Toner	Soothing	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-028	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Cosrx-Propolis-Synergy-Toner-150Ml.jpg		
CAT-07	Essence	Cosrx Dual Essence	Essence	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-029	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Cosrx-Dual-Essence.jpg		
CAT-07	Essence	Cosrx Snail Mucin Essence 100ml	Essence	Repair/Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-030	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Cosrx-Snail-Mucin-Essence-100Ml.jpg		
CAT-12	Moisturizer	Cosrx Snail 92 All-in-One Cream 100g	Moisturizer	Repair	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-031	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Cosrx-Snail-92-All-In-One-Cream-100G.jpg		
CAT-08	Exfoliant	Cosrx BHA Blackhead Power Liquid 100ml	Exfoliant	Acne/Pores	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-032	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Cosrx-Bha-Black-Head-Power-Liquid-100Ml.webp		
CAT-06	Cleansers	Cosrx Salicylic Gentle Cleanser	Cleanser	Acne	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-033	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Cosrx-Salicylic-Gentle-Cleanser-50ML.jpg		
CAT-06	Cleansers	Cosrx Low pH Gel Cleanser 150ml	Cleanser	Sensitive	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-034	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Cosrx-Low-Ph-Gel-Cleanser-150Ml.jpg		
CAT-12	Moisturizer	Cosrx Oil-Free Moisturizer 100ml	Moisturizer	Oily/Combo	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-035	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Cosrx-Oil-Free-Moisturizer-100Ml.jpg		
CAT-16	Toner	Cosrx AHA/BHA Clarifying Treatment Toner 150ml	Toner	Exfoliating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-036	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/cosrx-aha-bha-clarifying-treatment-toner-150ml-644.jpg		
CAT-13	Patch	Cosrx Acne Pimple Master Patch	Patch	Acne	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-037	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/cosrx-acne-pimple-master-patch-52.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/cosrx-acne-pimple-master-patch-52.jpg	
CAT-12	Moisturizer	Cosrx Advanced Snail 92 All-in-One Cream Tube 100g	Moisturizer	Repair	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-038	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/5B0251FB-BD36-461D-AA0C-F8E6ADC16ACA.webp		
CAT-14	Serum	Cosrx The 6 Peptide Skin Booster	Serum	Anti-ageing	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-039	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/02/IMG_1957.jpeg		
CAT-16	Toner	Isntree Hyaluronic Acid Toner	Toner	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-040	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Isntree-Hyaluronic-Acid-Toner.webp		
CAT-16	Toner	Isntree Hyaluronic Acid Toner Plus	Toner	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-041	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Isntree-Hyaluronic-Acid-Toner-Plus.jpg		
CAT-16	Toner	Isntree Green Tea Fresh Toner	Toner	Soothing	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-042	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Isntree-Green-Tea-Fresh-Toner.webp		
CAT-12	Moisturizer	Isntree Fresh Emulsion	Moisturizer	Hydrating	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-043	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Isntree-Fresh-Emulsion.webp		
CAT-12	Moisturizer	Isntree Hyaluronic Acid Moist Cream	Moisturizer	Hydrating	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-044	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/03/IMG_1942.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2026/03/IMG_1942.jpeg	
CAT-17	Treatment	Axis-Y Spot the Difference Blemish Treatment	Treatment	Acne/PIH	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-045	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Axis-Y-Blemish-Treatment.webp		
CAT-14	Serum	Axis-Y Dark Spot Correcting Serum	Serum	PIH	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-046	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Axis-Y-Dark-Spot-Correcting-Serum.jpg		
CAT-14	Serum	Beauty Of Joseon Glow Serum 30ml	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-047	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Beauty-Of-Joseon-Glow-Serum-30Ml.webp		
CAT-06	Cleansers	Beauty Of Joseon Cleansing Oil 210ml	Cleanser	All skin	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-048	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Beauty-Of-Joseon-Cleansing-Oil-210Ml.jpg		
CAT-06	Cleansers	Beauty Of Joseon Radiance Cleansing Balm 100ml	Cleanser	All skin	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-049	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Beauty-Of-Joseon-Radiance-Cleansing-Balm-100Ml.jpg		
CAT-14	Serum	Beauty Of Joseon Glow Deep Serum 30ml	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-050	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Beauty-Of-Joseon-Glow-Deep-Serum-30Ml.jpg		
CAT-12	Moisturizer	Beauty Of Joseon Dynasty Face Cream Moisturizer	Face cream	Hydrating	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-051	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/BEAUTY-OF-JOSEON-DYNASTY-FACE-CREAM-MOISTURIZER.jpg		
CAT-07	Essence	Hadalabo Premium Gold 170ml	Toner	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-052	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Hadalabo-Premium-Gold-170Ml.jpg		
CAT-07	Essence	Hadalabo Premium Blue 170ml	Toner	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-053	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Hadalabo-Premium-Blue-170Ml.jpg		
CAT-14	Serum	The Ordinary Caffeine Solution 30ml	Serum	Eye Serum	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-054	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/The-Ordinary-Caffine-Solution-30Ml-1.jpg		
CAT-14	Serum	The Ordinary Alpha Arbutin 30ml	Serum	PIH	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-055	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/FY25-D41247-ORD-Web-Alp-Arb-2pct-30ml-1x1-EN-1.webp		
CAT-08	Exfoliant	The Ordinary Lactic Acid	Exfoliant	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-056	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/51fzAcW78WL._SL1500_.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/51fzAcW78WL._SL1500_.jpg	
CAT-14	Serum	The Ordinary Retinol Serum 30ml	Serum	Anti-ageing	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-057	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/The-Ordinary-Retinol-Serum-30Ml.jpg		
CAT-16	Toner	The Ordinary Glycolic Acid Toner 240ml	Toner	Exfoliating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-058	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/The-Ordinary-Glycolic-Acid-100Ml.webp		
CAT-14	Serum	The Ordinary Multi Peptide Eye Serum 15ml	Serum	Eye Serum	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-059	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/The-Ordinary-Multi-Peptide-Eye-Serum-15Ml.jpg		
CAT-14	Serum	The Ordinary Retinol Serum 0.5% 30ml	Serum	Anti-ageing	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-060	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/The-Ordinary-Retinol-Serum-1-30Ml.avif		
CAT-16	Toner	Anua Heartleaf 77% Soothing Toner 250ml	Toner	Soothing	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-061	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Anua-Heartleaf-77-Soothing-Toner-250ml.webp		
CAT-12	Moisturizer	Anua Heartleaf 70 Intense Calming Cream 50ml	Moisturizer	Soothing	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-062	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Anua-Heartleaf-70-intense-Calming-Cream-50ml.webp		
CAT-14	Serum	Anua Niacinamide 10% x TXA 4% 30ml	Serum	PIH/Oiliness	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-063	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/08/Anua-Niacinamide-10-x-TXA-4-30ml.webp		
CAT-06	Cleansers	Anua Heartleaf Pore Control Cleansing Oil 200ml	Cleanser	Pores	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-064	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/anua-cleansing-oil.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/anua-cleansing-oil.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/51JS2lgk5FL._SL1080_.jpg
CAT-06	Cleansers	Anua Heartleaf LHA Moisture Peeling Gel 120ml	Cleanser	Exfoliating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-065	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/41zTfqwVqJL._SL1000_.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/41zTfqwVqJL._SL1000_.jpg	
CAT-16	Toner	Anua BHA 2% Gentle Exfoliating Toner 150ml	Toner	Acne/Pores	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-066	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/41-YpT9x1zL._AC_SL1000_.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/41-YpT9x1zL._AC_SL1000_.jpg	
CAT-14	Serum	Anua Peach 70 Niacinamide Serum 30ml	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-067	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/41UsAM1r9bL._SL1000_.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/41UsAM1r9bL._SL1000_.jpg	
CAT-14	Serum	Anua Azelaic Acid 10 Hyaluron	Serum	Acne/PIH	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-068	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/05/IMG_1657.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2025/05/IMG_1660.jpeg	
CAT-12	Moisturizer	Some By Mi Miracle Cream	Moisturizer	Acne	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-069	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Some-By-Mi-Miracle-Cream.webp		
CAT-14	Serum	Some By Mi Miracle Serum 50ml	Serum	Acne	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-070	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Some-By-Mi-Miracle-Serum-50Ml.webp		
CAT-12	Moisturizer	Heimish Marine Care Face Oil	Face Oil	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-071	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Heimish-Marine-Care-Face-Oil.jpg		
CAT-06	Cleansers	Heimish All Clean Balm	Cleanser	All skin	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-072	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Heimish-All-Clean-Balm.jpg		
CAT-12	Moisturizer	Msmetics Moisture Bomb 50ml	Moisturizer	Hydrating	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-073	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Msmetics-Moisture-Bomb-50Ml.webp		
CAT-12	Moisturizer	Msmetics Moisture Potion 50ml	Moisturizer	Hydrating	Serums, toners, cleansers, Moisturizers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-074	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Msmetics-Moisture-Potion-50Ml.webp		
CAT-11	Mask	Dr Jart Hyaluronic Face Mask	Mask	Hydrating	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-075	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Dr-Jart-Hyaluronic-Face-Mask.avif		
CAT-11	Mask	Dr Jart Vitamin C Face Mask	Mask	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-076	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Dr-Jart-Vitamin-C-Face-Mask.avif		
CAT-14	Serum	Topicals Faded Brightening and Clearing Serum	Serum	PIH/Acne	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-077	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Faded-Topicals-Brightening-And-Clearing-Serum-50Ml.jpg		
CAT-09	Eye Mask	Topicals Faded Under Eye Masks	Eye Mask	—	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-078	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/240623_TOPICALS_Faded_Eye_Ppage_Image_6_6_11zon_750x.webp		
CAT-17	Treatment	Topicals High Roller Ingrown Hair Serum Roll-on 50ml	Treatment	Ingrown hair	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-079	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/716eYR4n-qL._SL1500_.jpg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/09/716eYR4n-qL._SL1500_.jpg	
CAT-06	Cleansers	Topicals Faded Brightening Cleansing Bar	Cleanser	PIH/Dark spots	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-080	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Faded-Topicals-Brightening-And-Clearing-Serum-50Ml.jpg		
CAT-14	Serum	Timeless Vitamin C Serum 20%	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-081	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/04/Timeless-Vitamin-C-Serum-20.jpg		
CAT-14	Serum	Timeless Skin Care Vitamin C Serum with Vitamin E & Ferulic Acid	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-082	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/A6A1C497-1A23-4A1A-8CC2-57008E98939C.jpeg	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/10/A6A1C497-1A23-4A1A-8CC2-57008E98939C.jpeg	
CAT-14	Serum	Advanced Clinicals Vitamin C Face Serum 1.75oz	Serum	Brightening	Serums, toners, cleansers, moisturisers, treatments for face	Medium	Acne, PIH, Dehydration, Ageing	PROD-083	https://wholesalebeautyhub.co.uk/wp-content/uploads/2024/05/Advanced-Clinicals-1.75Oz-Vitamin-C-Serum.webp		
